GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr	study_items	common1	common2	in_pop	total_pop	fold_enrichment
GO:0071709	BP	e	membrane assembly	2/2	7/2633	6.060557086408582e-06	4.0	2.0	0.0	P0A937, P66948	nuoB	nuoG	7	2633	376.1428571428571
GO:0043165	BP	e	Gram-negative-bacterium-type cell outer membrane assembly	2/2	7/2633	6.060557086408582e-06	5.0	2.0	0.0	P0A937, P0ABZ6	dsbB	dsbA	7	2633	376.1428571428571
GO:0071709	BP	e	membrane assembly	2/2	7/2633	6.060557086408582e-06	4.0	2.0	0.0	P0A937, P0ABZ6	mgsA	visC	7	2633	376.1428571428571
GO:0044769	MF	e	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	2/2	7/2633	6.060557086408582e-06	12.0	2.0	0.002	P0ABA0, P0ABB4	mnmG	yheL	7	2633	376.1428571428571
GO:0009228	BP	e	thiamine biosynthetic process	2/2	7/2633	6.060557086408582e-06	7.0	2.0	0.004	P30139, P76422	malG	malK	7	2633	376.1428571428571
GO:0015450	MF	e	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	2/2	7/2633	6.060557086408582e-06	6.0	2.0	0.0	P69423, P69428	tatC	tatA	7	2633	376.1428571428571
GO:0019856	BP	e	pyrimidine nucleobase biosynthetic process	2/2	7/2633	6.060557086408582e-06	8.0	2.0	0.0	P08244, P0A7E1	fhuC	fhuD	7	2633	376.1428571428571
GO:0006549	BP	e	isoleucine metabolic process	2/2	7/2633	6.060557086408582e-06	8.0	2.0	0.002	P04968, P05791	recB	ruvC	7	2633	376.1428571428571
GO:0046933	MF	e	proton-transporting ATP synthase activity, rotational mechanism	2/2	7/2633	6.060557086408582e-06	13.0	2.0	0.002	P0ABB0, P0ABB4	atpA	atpD	7	2633	376.1428571428571
GO:0046933	MF	e	proton-transporting ATP synthase activity, rotational mechanism	2/2	7/2633	6.060557086408582e-06	13.0	2.0	0.0	P0AB98, P0ABA0	atpB	atpF	7	2633	376.1428571428571
GO:0042724	BP	e	thiamine-containing compound biosynthetic process	2/2	7/2633	6.060557086408582e-06	6.0	2.0	0.004	P30139, P76422	malG	malK	7	2633	376.1428571428571
GO:0009086	BP	e	methionine biosynthetic process	2/2	7/2633	6.060557086408582e-06	10.0	2.0	0.0	P00935, P25665	purF	purU	7	2633	376.1428571428571
GO:0015914	BP	e	phospholipid transport	2/2	7/2633	6.060557086408582e-06	7.0	2.0	0.0	P63386, P64604	nuoH	nuoG	7	2633	376.1428571428571
GO:0009127	BP	e	purine nucleoside monophosphate biosynthetic process	2/2	7/2633	6.060557086408582e-06	9.0	2.0	0.002	P0A7D4, P15254	lysA	glyA	7	2633	376.1428571428571
GO:0097163	MF	e	sulfur carrier activity	2/2	7/2633	6.060557086408582e-06	2.0	2.0	0.0	P0A890, P45532	metB	cysK	7	2633	376.1428571428571
GO:0009126	BP	e	purine nucleoside monophosphate metabolic process	2/2	7/2633	6.060557086408582e-06	8.0	2.0	0.002	P0A7D4, P15254	dedD	nlpD	7	2633	376.1428571428571
GO:0043165	BP	e	Gram-negative-bacterium-type cell outer membrane assembly	2/2	7/2633	6.060557086408582e-06	5.0	2.0	0.0	P66948, P77774	znuA	znuB	7	2633	376.1428571428571
GO:0043165	BP	e	Gram-negative-bacterium-type cell outer membrane assembly	2/2	7/2633	6.060557086408582e-06	5.0	2.0	0.0	P0A940, P66948	pheA	aroC	7	2633	376.1428571428571
GO:0071709	BP	e	membrane assembly	2/2	7/2633	6.060557086408582e-06	4.0	2.0	0.0	P66948, P77774	recC	xerC	7	2633	376.1428571428571
GO:0051205	BP	e	protein insertion into membrane	2/2	7/2633	6.060557086408582e-06	7.0	2.0	0.002	P0A937, P77774	nadA	nadC	7	2633	376.1428571428571
GO:0009239	BP	e	enterobactin biosynthetic process	2/2	7/2633	6.060557086408582e-06	10.0	2.0	0.0	P10378, P15047	purA	guaB	7	2633	376.1428571428571
GO:0019540	BP	e	siderophore biosynthetic process from catechol	2/2	7/2633	6.060557086408582e-06	9.0	2.0	0.0	P10378, P15047	purA	guaB	7	2633	376.1428571428571
GO:0015685	BP	e	ferric-enterobactin import into cell	2/2	7/2633	6.060557086408582e-06	13.0	2.0	0.0	P05825, P23878	cyoA	cyoD	7	2633	376.1428571428571
GO:0043165	BP	e	Gram-negative-bacterium-type cell outer membrane assembly	2/2	7/2633	6.060557086408582e-06	5.0	2.0	0.002	P0A937, P77774	nadA	nadC	7	2633	376.1428571428571
GO:0071709	BP	e	membrane assembly	2/2	7/2633	6.060557086408582e-06	4.0	2.0	0.0	P0A940, P66948	pheA	aroC	7	2633	376.1428571428571
GO:0046654	BP	e	tetrahydrofolate biosynthetic process	2/2	7/2633	6.060557086408582e-06	8.0	2.0	0.0	P08192, P0ABQ4	smpA	yfgC	7	2633	376.1428571428571
GO:0006549	BP	e	isoleucine metabolic process	2/2	7/2633	6.060557086408582e-06	8.0	2.0	0.002	P05791, P05793	metB	metE	7	2633	376.1428571428571
GO:0009167	BP	e	purine ribonucleoside monophosphate metabolic process	2/2	7/2633	6.060557086408582e-06	9.0	2.0	0.002	P0A7D4, P15254	malP	pabC	7	2633	376.1428571428571
GO:0071709	BP	e	membrane assembly	2/2	7/2633	6.060557086408582e-06	4.0	2.0	0.002	P0A937, P77774	nadA	nadC	7	2633	376.1428571428571
GO:0090150	BP	e	establishment of protein localization to membrane	2/2	7/2633	6.060557086408582e-06	6.0	2.0	0.002	P0A937, P77774	nadA	nadC	7	2633	376.1428571428571
GO:0006549	BP	e	isoleucine metabolic process	2/2	7/2633	6.060557086408582e-06	8.0	2.0	0.002	P04968, P05793	ilvA	ilvC	7	2633	376.1428571428571
GO:0034227	BP	e	tRNA thio-modification	2/2	7/2633	6.060557086408582e-06	11.0	2.0	0.0	P0A890, P45532	metB	cysK	7	2633	376.1428571428571
GO:0009228	BP	e	thiamine biosynthetic process	2/2	7/2633	6.060557086408582e-06	7.0	2.0	0.0	P30137, P30140	hisI	argE	7	2633	376.1428571428571
GO:0046189	BP	e	phenol-containing compound biosynthetic process	2/2	7/2633	6.060557086408582e-06	5.0	2.0	0.0	P10378, P15047	purA	guaB	7	2633	376.1428571428571
GO:0009097	BP	e	isoleucine biosynthetic process	2/2	7/2633	6.060557086408582e-06	9.0	2.0	0.002	P05791, P05793	nuoH	nuoF	7	2633	376.1428571428571
GO:0046933	MF	e	proton-transporting ATP synthase activity, rotational mechanism	2/2	7/2633	6.060557086408582e-06	13.0	2.0	0.002	P0ABA0, P0ABB0	atpF	atpA	7	2633	376.1428571428571
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06989, P60757	purN	purA	8	2633	329.125
GO:0004003	MF	e	ATP-dependent DNA helicase activity	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P03018, P24230	nuoB	nuoF	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06987, P60757	dppC	nikA	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P06987	caiD	fixB	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06987, P60757	dppC	nikA	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06987, P60757	carB	glyA	8	2633	329.125
GO:0046907	BP	e	intracellular transport	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P69423, P69425	tatC	tatB	8	2633	329.125
GO:0046907	BP	e	intracellular transport	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.004	P69425, P69428	hisD	aroC	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P10371, P60757	nlpD	lpp	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P10371, P60757	nlpD	lpp	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P10371, P60757	nlpD	lpp	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P0ADI4, P0AEJ2	uvrA	uvrC	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P0ADI4, P0AEJ2	uvrA	uvrC	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0ADI4, P0AEJ2	nuoK	nuoG	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P06987	caiD	fixB	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.0	P0ADI4, P0AEJ2	nuoK	nuoG	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.004	P0A6F1, P0AG16	rfaQ	rfaF	8	2633	329.125
GO:0009089	BP	e	lysine biosynthetic process via diaminopimelate	2/2	8/2633	8.080742781878116e-06	11.0	2.0	0.0	P00861, P23721	nuoJ	nuoM	8	2633	329.125
GO:0046451	BP	e	diaminopimelate metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P00861, P23721	nuoJ	nuoM	8	2633	329.125
GO:0004003	MF	e	ATP-dependent DNA helicase activity	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P08394, P24230	lysA	serC	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06989, P60757	purN	purA	8	2633	329.125
GO:0016705	MF	e	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.0	P25534, P75728	sdhB	nuoG	8	2633	329.125
GO:0009156	BP	e	ribonucleoside monophosphate biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0A7D4, P15254	malP	pabC	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P06987	caiD	fixB	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P60595, P60664	aroB	hisA	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P60757	hisC	hisG	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.006	P0ABI8, P0ABJ1	hflX	feoB	8	2633	329.125
GO:0009156	BP	e	ribonucleoside monophosphate biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P04079, P0A7D4	recN	recC	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0AFC7, P0AFF0	nuoB	nuoN	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.0	P0AFC7, P0AFF0	nuoB	nuoN	8	2633	329.125
GO:0009156	BP	e	ribonucleoside monophosphate biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P08179, P15254	mnmG	mnmE	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.002	P0ABJ1, P0ABJ6	cyoA	cyoD	8	2633	329.125
GO:0009099	BP	e	valine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P05791, P05793	metB	metE	8	2633	329.125
GO:0006555	BP	e	methionine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P00935, P25665	purF	purU	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P10378, P15047	argB	argH	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P10378, P15047	argB	argH	8	2633	329.125
GO:0009245	BP	e	lipid A biosynthetic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P0A725, P0AC75	gatY	yihS	8	2633	329.125
GO:0046493	BP	e	lipid A metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P0A725, P0AC75	gatY	yihS	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P10378, P15047	argB	argH	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06989, P10371	hisI	hisA	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.0	P10378, P15047	purA	guaB	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06988, P60664	hisD	hisF	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.002	P10371, P60595	metB	ilvE	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06988, P60664	hisD	hisF	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06988, P60664	hisD	hisF	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P10371, P60595	purM	purL	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P10371, P60595	purM	purL	8	2633	329.125
GO:0043545	BP	e	molybdopterin cofactor metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P12281, P30748	fepA	fepC	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06987, P06989	hisB	hisI	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06987, P10371	thiH	thiD	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06987, P10371	thiH	thiD	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06987, P10371	thiH	thiD	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06987, P06989	hisB	hisI	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06987, P06989	hisB	hisI	8	2633	329.125
GO:0008320	MF	e	protein transmembrane transporter activity	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P69423, P69425	tatC	tatB	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P60595	thiG	thiD	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06989, P10371	hisI	hisA	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.006	P0ABI8, P0ABJ1	hflX	feoB	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P60757	hisC	hisG	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P60757	hisC	hisG	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P60595	thiE	thiH	8	2633	329.125
GO:0008320	MF	e	protein transmembrane transporter activity	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.004	P69425, P69428	tatB	tatA	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06989, P60757	purN	purA	8	2633	329.125
GO:0042435	BP	e	indole-containing compound biosynthetic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P0A877, P10371	ruvC	recJ	8	2633	329.125
GO:0009089	BP	e	lysine biosynthetic process via diaminopimelate	2/2	8/2633	8.080742781878116e-06	11.0	2.0	0.002	P00861, P03030	pyrB	glyA	8	2633	329.125
GO:0046451	BP	e	diaminopimelate metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.002	P00861, P03030	mdaB	yqjH	8	2633	329.125
GO:0046219	BP	e	indolalkylamine biosynthetic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P0A877, P10371	ruvC	recJ	8	2633	329.125
GO:0009156	BP	e	ribonucleoside monophosphate biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.004	P08179, P0A7D4	mnmG	yheM	8	2633	329.125
GO:0000162	BP	e	tryptophan biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0A877, P10371	ruvC	recJ	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P60595	thiE	thiH	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P00968, P0AG16	atpC	atpD	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06989, P10371	hisI	hisA	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P00968, P15254	hisH	hisF	8	2633	329.125
GO:0042816	BP	e	vitamin B6 metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P05459, P19624	yfgC	bamB	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P60595, P60664	queA	sscR	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0AFF0, P33607	nuoN	nuoL	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.002	P60595, P60664	aroB	hisA	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.0	P0AFF0, P33607	nuoN	nuoL	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.006	P0ABI8, P0ABJ1	cyoB	cyoA	8	2633	329.125
GO:0046451	BP	e	diaminopimelate metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P00561, P23721	thrA	serC	8	2633	329.125
GO:0009089	BP	e	lysine biosynthetic process via diaminopimelate	2/2	8/2633	8.080742781878116e-06	11.0	2.0	0.0	P00561, P23721	thrA	serC	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06987, P60595	nuoH	nuoK	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06987, P60595	nuoH	nuoK	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06987, P60595	nuoH	nuoK	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0ABJ1, P0ABJ6	atpF	atpE	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P0ABJ1, P0ABJ6	atpF	atpE	8	2633	329.125
GO:0042819	BP	e	vitamin B6 biosynthetic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P05459, P19624	glyA	thiG	8	2633	329.125
GO:0042435	BP	e	indole-containing compound biosynthetic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P0A879, P10371	purM	purU	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P10371	pyrF	pyrD	8	2633	329.125
GO:1904659	BP	e	glucose transmembrane transport	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P69797, P69805	deoR	torR	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P60664	manX	manZ	8	2633	329.125
GO:0009099	BP	e	valine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P05791, P0AB80	nuoA	nuoC	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P0AFC7, P0AFE8	nuoB	nuoM	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0AFC7, P0AFE8	nuoB	nuoM	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.0	P0ABI8, P0ABJ3	cyoB	cyoC	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.006	P0ADI4, P11454	cyoD	cyoE	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.006	P0ADI4, P11454	purK	purL	8	2633	329.125
GO:0042816	BP	e	vitamin B6 metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0A794, P19624	xylA	xylB	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P10371, P60664	hisA	hisF	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P10371, P60664	hisA	hisF	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P10371, P60664	hisA	hisF	8	2633	329.125
GO:0042819	BP	e	vitamin B6 biosynthetic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P0A794, P19624	lysA	thrC	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.006	P0ADI4, P11454	purK	purL	8	2633	329.125
GO:0006555	BP	e	methionine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0AEZ1, P25665	pyrE	purF	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.0	P0ABI8, P0ABJ3	livG	cadB	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0ABI8, P0ABJ3	livG	cadB	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P00968, P0A6F1	argA	argE	8	2633	329.125
GO:0019220	BP	e	regulation of phosphate metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P07654, P0AGH8	lysA	ilvE	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P60664	manX	manZ	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P60664	manX	manZ	8	2633	329.125
GO:0006555	BP	e	methionine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P00935, P0AEZ1	tonB	exbD	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.006	P06987, P60664	hisB	hisF	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.006	P06987, P60664	hisB	hisF	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.006	P06987, P60664	hisB	hisF	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.0	P0ADI4, P15047	carB	argB	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0ADI4, P15047	carB	argB	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P0ADI4, P15047	carB	argB	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P0ADI4, P15047	carB	argB	8	2633	329.125
GO:0015820	BP	e	leucine transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P04816, P0A9S7	tolQ	tatC	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P06989	entB	entF	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P0AFE8, P0AFF0	valS	tyrS	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06989, P60595	sirA	yheN	8	2633	329.125
GO:0019220	BP	e	regulation of phosphate metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P0AG82, P0AGH8	carA	proC	8	2633	329.125
GO:0051174	BP	e	regulation of phosphorus metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0AG82, P0AGH8	mgsA	ubiC	8	2633	329.125
GO:0042819	BP	e	vitamin B6 biosynthetic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.002	P0A794, P23721	yidA	aceK	8	2633	329.125
GO:0042816	BP	e	vitamin B6 metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P0A794, P23721	tolB	yraP	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.006	P0ADI4, P11454	ilvD	thiH	8	2633	329.125
